,price,area,province,district,ward,floor,bedroom,toilet
1,4500000000,95.0,79,786,27643,0,1,1
3,3100000000,32.0,79,770,27127,0,2,1
4,5100000000,32.0,79,771,27178,0,3,3
5,2200000000,36.0,79,778,27472,0,1,1
7,9700000000,80.0,79,778,27469,0,1,1
8,2300000000,42.0,79,786,27643,0,1,1
9,2200000000,34.0,79,786,27643,0,1,1
10,5600000000,80.0,79,786,27643,0,1,1
11,5100000000,130.0,79,778,27490,0,1,1
12,13300000000,88.0,79,778,27469,0,1,1
13,2700000000,40.0,79,786,27643,0,1,1
14,1300000000,24.0,79,786,27643,0,1,1
16,5600000000,135.0,79,786,27643,0,1,1
18,7200000000,62.0,79,778,27469,0,1,1
19,11700000000,63.0,79,778,27481,0,1,1
21,3600000000,65.0,79,786,27643,0,1,1
23,4200000000,50.0,79,778,27481,0,1,1
24,4400000000,60.0,79,786,27643,0,1,1
25,8500000000,102.0,79,786,27643,0,4,4
26,6300000000,80.0,79,786,27643,0,1,1
28,3000000000,52.0,79,786,27643,0,1,1
29,7300000000,82.0,79,778,27472,0,1,1
30,4800000000,90.0,79,786,27643,0,1,1
31,5200000000,47.0,79,771,27172,0,1,2
32,11100000000,47.0,79,771,27178,0,5,7
35,6700000000,55.0,79,770,27136,0,4,5
36,5300000000,41.0,79,771,27166,0,6,4
37,4200000000,52.0,79,786,27643,0,1,1
38,6700000000,100.0,79,778,27490,0,1,1
39,3900000000,51.0,79,786,27643,0,1,1
40,3400000000,29.0,79,773,27280,0,1,1
41,6800000000,112.0,79,778,27490,0,1,1
43,12900000000,52.0,79,770,27127,0,7,7
45,5600000000,120.0,79,778,27472,0,1,1
46,2800000000,56.0,79,778,27490,0,1,1
47,2600000000,43.0,79,786,27643,0,1,1
48,4100000000,82.0,79,778,27472,0,1,1
49,2500000000,71.0,79,778,27490,0,1,1
50,2300000000,71.0,79,778,27490,0,1,1
51,4400000000,70.0,79,778,27490,0,1,1
52,6100000000,90.0,79,786,27643,0,1,1
53,3500000000,50.0,79,786,27643,0,1,1
54,11800000000,240.0,79,786,27643,0,0,0
55,3500000000,48.0,79,786,27643,0,1,1
56,2400000000,82.0,79,778,27490,0,1,1
57,7100000000,64.0,79,786,27643,0,1,11
58,25900000000,204.0,79,778,27490,0,1,1
59,8000000000,114.0,79,786,27643,0,1,1
60,4200000000,50.0,79,786,27643,0,1,1
61,2700000000,89.0,79,778,27490,0,1,1
62,4100000000,50.0,79,786,27643,0,1,1
63,4000000000,87.0,79,786,27643,0,1,1
64,4100000000,56.0,79,786,27643,0,1,1
65,3200000000,64.0,79,786,27643,0,2,2
66,4500000000,118.0,79,778,27490,0,1,1
68,21700000000,200.0,79,778,27490,0,1,1
69,5800000000,80.0,79,786,27643,0,1,1
70,2000000000,40.0,79,786,27643,0,1,1
71,4100000000,55.0,79,786,27643,0,1,1
72,1800000000,26.0,79,786,27643,0,1,1
73,3800000000,50.0,79,786,27643,0,1,1
74,3300000000,56.0,79,786,27643,0,1,1
75,1700000000,32.0,79,786,27643,0,1,1
76,1300000000,21.0,79,786,27643,0,1,1
77,2700000000,99.0,79,786,27643,0,1,1
78,4100000000,52.0,79,786,27643,0,1,1
79,6100000000,36.0,79,773,27295,0,1,1
80,5600000000,80.0,79,786,27643,0,1,1
81,13900000000,78.0,79,771,27178,0,8,4
82,3300000000,78.0,79,778,27490,0,1,1
84,3800000000,118.0,79,778,27490,0,1,1
87,4600000000,160.0,79,778,27490,0,1,1
88,2100000000,28.0,79,764,26878,0,1,2
89,6500000000,115.0,79,778,27490,0,1,1
91,9200000000,38.0,79,760,26758,0,1,1
94,10700000000,120.0,79,786,27643,0,1,1
95,4400000000,88.0,79,786,27643,0,1,1
96,1900000000,81.0,79,761,26791,0,0,0
97,3800000000,39.0,79,773,27277,0,1,1
100,1700000000,30.0,79,786,27643,0,1,1
101,2100000000,29.0,79,764,26878,0,1,2
102,5500000000,76.0,79,786,27643,0,1,1
103,15300000000,324.0,79,778,27490,0,1,1
105,2100000000,29.0,79,764,26878,0,1,2
106,3700000000,74.0,79,778,27490,0,1,1
109,13200000000,34.0,79,760,26740,0,1,1
110,9900000000,228.0,79,786,27643,0,1,1
111,1400000000,21.0,79,786,27643,0,1,1
112,3400000000,48.0,79,786,27643,0,1,1
113,10100000000,113.0,1,19,631,0,3,2
114,16100000000,126.0,79,778,27490,0,1,1
115,4400000000,102.0,79,764,26878,0,3,3
116,2100000000,70.0,79,767,27025,0,2,2
117,6100000000,78.0,79,761,26791,2,3,2
118,7300000000,45.0,1,9,358,0,4,4
119,2700000000,39.0,79,786,27643,0,1,1
120,8400000000,105.0,79,786,27643,0,4,5
121,5600000000,120.0,79,786,27643,0,1,1
122,2600000000,88.0,79,778,27490,0,1,1
123,4500000000,99.0,79,778,27490,0,1,1
124,10800000000,90.0,79,765,26905,3,4,5
125,6000000000,103.0,79,778,27490,0,1,1
126,3200000000,100.0,79,764,26882,0,2,2
127,1400000000,17.0,79,773,27271,0,1,1
128,4200000000,35.0,79,772,27226,0,3,3
129,1300000000,23.0,79,786,27643,0,1,1
130,2300000000,50.0,79,770,27127,0,2,1
131,1200000000,22.0,79,786,27643,0,1,1
133,2000000000,32.0,79,786,27643,0,1,1
134,4300000000,96.0,79,772,27226,0,3,3
135,1200000000,21.0,79,786,27643,0,1,1
136,3500000000,37.0,79,764,26878,0,2,2
137,4500000000,61.0,79,764,26898,0,2,2
138,9700000000,248.0,79,786,27643,0,1,1
139,13100000000,88.0,79,775,27385,0,5,5
140,6500000000,83.0,79,786,27643,0,1,1
141,3200000000,100.0,79,764,26882,0,2,2
142,3600000000,50.0,79,786,27643,0,1,1
143,8300000000,52.0,79,766,26974,0,5,4
144,4400000000,62.0,79,786,27643,0,1,1
145,7000000000,89.0,79,773,27289,0,3,1
146,4400000000,68.0,79,786,27643,0,1,1
147,2900000000,25.0,79,766,26992,0,2,2
148,4700000000,60.0,79,786,27643,0,1,1
149,4100000000,50.0,79,786,27643,0,1,1
150,5000000000,70.0,79,786,27643,0,1,1
151,3900000000,40.0,79,767,27025,0,2,2
152,10600000000,64.0,79,778,27481,0,1,1
153,3400000000,99.0,79,786,27643,0,1,1
154,4600000000,64.0,79,786,27643,0,1,1
155,10200000000,240.0,79,786,27643,0,1,1
158,4300000000,59.0,79,786,27643,0,1,1
159,3100000000,53.0,79,786,27643,0,1,1
160,4300000000,60.0,79,786,27643,0,1,1
161,2800000000,87.0,79,766,27007,0,0,0
162,3800000000,55.0,79,786,27643,0,1,1
163,1300000000,45.0,79,786,27643,0,1,1
164,2100000000,30.0,79,786,27643,0,1,1
165,2400000000,32.0,79,767,27025,0,1,1
166,4600000000,160.0,79,778,27490,0,1,1
167,4000000000,56.0,79,786,27643,0,1,1
168,5700000000,80.0,79,786,27643,0,1,1
169,1300000000,24.0,79,786,27643,0,1,1
170,1300000000,21.0,79,786,27643,0,1,1
172,5200000000,120.0,79,786,27643,0,1,1
173,4100000000,55.0,79,778,27472,0,1,1
174,4100000000,118.0,79,778,27490,0,1,1
175,1800000000,50.0,79,778,27490,0,2,1
176,4500000000,122.0,79,778,27490,0,1,1
177,13500000000,140.0,79,786,27643,0,1,1
178,4100000000,114.0,79,778,27490,0,1,1
179,2300000000,40.0,79,786,27643,0,1,1
180,2700000000,64.0,79,778,27490,0,1,1
181,3900000000,52.0,79,786,27643,0,1,1
182,5600000000,80.0,79,786,27643,0,1,1
184,2400000000,23.0,79,778,27469,0,1,1
185,3000000000,78.0,79,767,27040,0,1,1
186,6200000000,80.0,79,786,27643,0,1,1
187,4700000000,106.0,79,778,27490,0,1,1
188,2900000000,52.0,79,786,27643,0,1,1
189,5600000000,84.0,79,786,27643,0,1,1
190,5700000000,100.0,79,786,27643,0,1,1
191,5500000000,72.0,79,786,27643,0,1,1
192,6900000000,93.0,79,767,27019,0,1,1
193,5500000000,41.0,79,773,27259,0,1,1
194,1900000000,20.0,79,786,27643,0,1,1
195,5600000000,80.0,79,786,27643,0,1,1
196,3100000000,50.0,79,786,27643,0,1,1
197,6200000000,50.0,79,773,27295,0,1,1
199,3300000000,49.0,79,786,27643,0,1,1
200,4900000000,44.0,79,767,27019,0,1,1
201,3400000000,46.0,79,786,27643,0,1,1
202,5800000000,128.0,79,778,27490,0,1,1
203,3600000000,64.0,79,786,27643,0,1,1
204,4400000000,68.0,79,786,27643,0,1,1
205,3800000000,75.0,79,786,27643,0,1,1
206,5500000000,84.0,79,786,27643,0,1,1
207,1700000000,18.0,79,778,27469,0,1,1
208,5500000000,128.0,79,778,27490,0,1,1
209,5400000000,68.0,79,786,27643,0,1,1
211,4700000000,100.0,79,786,27643,0,1,1
212,4300000000,52.0,79,786,27643,0,1,1
213,3900000000,64.0,79,786,27643,0,1,1
214,4200000000,64.0,79,786,27643,0,1,1
215,1500000000,33.0,79,786,27643,0,1,1
216,2000000000,30.0,79,786,27643,0,4,3
217,2700000000,67.0,79,786,27643,0,1,1
218,4000000000,64.0,79,786,27643,0,1,1
219,4700000000,44.0,79,778,27481,0,1,1
220,4200000000,75.0,79,771,27169,0,2,2
221,7300000000,66.0,79,778,27469,0,1,1
225,6500000000,80.0,79,786,27643,0,1,1
226,6900000000,144.0,79,786,27643,0,1,1
227,4300000000,64.0,79,786,27643,0,1,1
229,8600000000,70.0,79,778,27469,0,0,0
230,4000000000,85.0,79,786,27643,0,1,1
231,4200000000,51.0,79,786,27643,0,1,1
232,4400000000,91.0,79,786,27643,0,1,1
233,4300000000,52.0,79,786,27643,0,1,1
234,3900000000,48.0,79,778,27469,0,1,1
236,6100000000,129.0,79,778,27490,0,1,1
237,7300000000,74.0,79,778,27490,0,1,1
238,8200000000,100.0,79,786,27643,0,1,1
239,5700000000,57.0,79,778,27472,0,1,1
240,9400000000,72.0,79,778,27490,0,1,1
241,6100000000,143.0,79,778,27490,0,1,1
242,3800000000,116.0,79,786,27643,0,1,1
243,3800000000,48.0,79,786,27643,0,1,1
244,7100000000,80.0,79,761,26776,4,4,5
245,4200000000,75.0,79,771,27169,0,2,2
246,12100000000,66.0,79,772,27208,0,2,2
247,12100000000,66.0,79,772,27208,0,2,2
248,12100000000,66.0,79,772,27208,0,2,2
250,8200000000,90.0,79,771,27163,0,3,3
253,5200000000,45.0,79,764,26875,4,2,3
257,15700000000,86.0,79,764,26875,6,9,10
261,5400000000,36.0,79,760,26749,0,7,4
262,1800000000,15.0,79,764,26881,0,2,2
263,2600000000,54.0,79,773,27289,0,2,2
264,3600000000,28.0,79,764,26875,2,2,2
265,2300000000,130.0,79,767,27010,0,3,2
266,5000000000,67.0,79,764,26884,0,5,4
267,4700000000,120.0,79,770,27139,0,3,3
268,3800000000,26.0,79,764,26881,0,3,3
269,4400000000,66.0,79,765,26938,0,3,1
270,2300000000,53.0,79,775,27385,0,2,1
271,8400000000,60.0,79,766,26992,0,6,5
272,12500000000,257.0,79,778,27490,0,4,4
273,6200000000,126.0,79,766,26992,0,3,2
274,2500000000,45.0,79,771,27178,0,2,2
275,5800000000,85.0,79,766,27007,0,2,2
276,7400000000,68.0,79,766,27007,0,4,5
277,5100000000,120.0,79,766,27007,0,2,2
278,5400000000,75.0,79,766,27007,0,1,1
279,6000000000,75.0,79,766,26992,0,3,3
280,6900000000,128.0,79,766,27007,0,2,2
282,5300000000,50.0,79,766,26983,0,2,2
283,7000000000,120.0,79,766,26992,0,3,2
284,6000000000,75.0,79,766,26992,0,3,3
285,3200000000,76.0,79,766,27004,0,2,2
287,6100000000,56.0,79,786,27643,3,4,5
290,5000000000,75.0,79,766,27004,0,3,2
302,9700000000,200.0,79,786,27643,0,5,5
307,9200000000,85.0,79,765,26905,3,4,4
313,5600000000,56.0,79,786,27643,3,4,5
319,4100000000,81.0,79,786,27643,0,2,2
322,6900000000,60.0,79,786,27643,4,4,5
327,6300000000,80.0,79,786,27643,4,4,5
330,6900000000,55.0,79,778,27481,0,1,1
331,10400000000,72.0,79,765,26914,0,0,0
332,5300000000,85.0,79,786,27643,0,1,1
333,5200000000,72.0,79,786,27643,0,1,1
334,9800000000,67.0,1,3,97,2,4,4
337,1800000000,73.0,1,17,454,0,2,2
348,5000000000,98.0,79,778,27490,0,3,2
349,14000000000,120.0,79,760,26737,0,2,3
352,87400000000,300.0,79,760,26740,0,5,5
353,21500000000,150.0,79,760,26758,0,4,4
355,11900000000,60.0,79,771,27175,0,4,4
359,4700000000,17.0,79,771,27178,0,2,3
360,5200000000,37.0,79,775,27346,0,3,2
361,9100000000,65.0,79,771,27169,0,4,1
362,10500000000,62.0,79,771,27169,0,11,11
363,7800000000,54.0,79,771,27172,0,4,2
364,16900000000,108.0,79,771,27169,0,5,5
366,9400000000,58.0,79,771,27175,0,4,5
367,11900000000,60.0,79,771,27175,0,4,4
368,12900000000,60.0,79,771,27172,0,5,5
370,5400000000,50.0,79,771,27178,0,3,3
372,5400000000,24.0,79,771,27175,0,4,4
373,2600000000,26.0,79,771,27169,0,2,1
374,3600000000,45.0,79,776,27430,0,1,1
375,6300000000,32.0,79,771,27163,0,3,4
376,5500000000,31.0,79,771,27175,0,2,3
377,8300000000,30.0,79,771,27163,0,3,10
378,8600000000,26.0,79,771,27175,0,3,4
379,6500000000,36.0,79,771,27178,0,3,3
380,3500000000,22.0,79,771,27172,0,3,3
381,278900000000,24.0,79,771,27163,0,1,2
382,5700000000,40.0,79,771,27178,0,3,2
383,12300000000,68.0,79,771,27169,0,5,5
384,5100000000,25.0,79,772,27217,0,5,5
385,8000000000,125.0,79,772,27217,0,5,5
386,8000000000,34.0,79,771,27166,0,4,3
388,19700000000,945.0,1,19,631,0,24,24
389,15500000000,170.0,79,778,27472,5,6,6
395,12500000000,170.0,79,778,27472,0,6,6
399,1200000000,18.0,79,786,27643,0,3,2
403,2500000000,77.0,1,17,454,0,3,2
404,8300000000,175.0,1,17,454,4,3,4
405,2400000000,85.0,1,17,454,0,3,2
406,7100000000,53.0,79,771,27166,3,5,3
407,4900000000,37.0,1,4,145,0,4,3
409,2100000000,85.0,1,17,454,0,3,2
410,8700000000,98.0,1,4,145,0,3,1
411,11000000000,70.0,79,764,26881,5,4,7
412,6700000000,78.0,79,764,26899,2,4,2
413,2400000000,85.0,1,17,454,0,3,2
415,1700000000,70.0,1,17,454,0,2,2
416,5900000000,76.0,79,764,26899,2,3,3
420,2100000000,85.0,1,17,454,0,3,2
421,7100000000,106.0,1,17,454,5,2,2
423,10100000000,100.0,79,765,26905,4,0,0
424,2800000000,68.0,1,17,454,0,1,1
425,5100000000,34.0,1,4,145,0,3,4
427,5500000000,200.0,1,19,634,0,4,4
428,13100000000,455.0,1,6,220,0,13,13
429,11800000000,420.0,1,9,355,0,12,12
431,2300000000,120.0,1,275,9895,0,3,3
432,10900000000,348.0,1,7,256,0,7,5
433,6300000000,45.0,1,21,616,0,8,9
435,3700000000,210.0,1,274,9892,0,4,3
436,8700000000,90.0,1,21,620,0,0,0
438,6800000000,66.0,79,778,27469,0,1,1
439,10100000000,105.0,79,778,27469,3,18,18
441,8100000000,54.0,79,778,27469,3,4,3
443,2300000000,57.0,79,786,27643,3,3,2
444,11600000000,64.0,1,8,334,5,5,5
445,3200000000,72.0,79,778,27469,0,2,2
446,3900000000,38.0,79,778,27469,2,2,3
447,2600000000,38.0,1,21,613,0,0,0
448,2600000000,120.0,1,275,9895,0,4,3
449,13200000000,105.0,79,778,27469,3,16,16
450,1500000000,68.0,1,16,376,0,0,0
451,13400000000,90.0,1,5,169,0,16,17
452,5300000000,40.0,1,8,337,0,1,1
453,9700000000,54.0,1,7,295,4,4,4
454,6200000000,43.0,1,7,298,5,3,4
455,4000000000,33.0,1,7,283,0,2,1
456,5600000000,34.0,1,7,283,5,3,4
457,9500000000,60.0,1,8,313,5,4,3
459,11400000000,154.0,1,5,166,0,4,2
460,8700000000,34.0,1,1,8,6,4,5
461,13800000000,40.0,1,3,109,7,6,7
462,9000000000,46.0,1,268,9542,6,4,4
463,6500000000,42.0,1,20,646,6,3,4
465,9000000000,50.0,1,19,626,0,5,6
466,2700000000,160.0,1,275,9895,0,3,3
467,11100000000,76.0,1,5,169,0,0,0
468,8100000000,250.0,1,9,343,0,5,4
469,3900000000,45.0,1,21,620,0,4,5
470,18300000000,1350.0,1,275,9895,0,0,0
471,4600000000,62.0,1,19,592,0,0,0
472,6400000000,200.0,1,9,352,0,3,4
473,4100000000,52.0,1,21,620,0,5,5
474,3800000000,140.0,1,275,9895,0,4,3
475,10900000000,80.0,79,767,27010,5,4,5
476,4100000000,60.0,1,21,613,0,0,0
477,3400000000,150.0,1,275,9895,0,4,3
478,11800000000,45.0,1,5,169,0,4,6
479,6200000000,130.0,1,9,349,0,3,3
480,5500000000,130.0,1,9,346,0,3,4
481,7600000000,52.0,1,4,145,0,3,5
483,6600000000,50.0,1,4,145,0,6,5
484,9700000000,40.0,1,7,241,0,3,4
485,5800000000,40.0,1,4,145,0,3,5
487,7800000000,40.0,1,5,169,0,5,6
488,11800000000,56.0,1,8,322,0,4,8
493,6600000000,45.0,1,9,343,0,3,4
494,4200000000,70.0,1,6,199,0,2,1
495,8500000000,84.0,79,760,26761,0,2,2
496,11800000000,58.0,1,9,358,0,4,4
497,8900000000,51.0,1,5,169,0,4,5
498,10100000000,42.0,1,9,349,0,3,5
499,14500000000,88.0,1,5,169,0,4,4
500,9800000000,50.0,1,6,190,0,4,4
504,9900000000,60.0,1,6,217,0,4,3
507,8900000000,51.0,1,5,157,0,3,4
508,12800000000,60.0,1,6,220,0,4,5
509,8200000000,52.0,1,6,199,0,4,4
510,11400000000,40.0,1,5,167,0,4,5
512,13200000000,53.0,1,6,217,0,4,5
513,7800000000,55.0,1,9,349,0,4,3
514,6400000000,46.0,1,268,9556,0,3,3
515,5300000000,65.0,1,4,145,0,5,5
516,4200000000,43.0,1,4,145,0,5,5
517,4800000000,80.0,1,18,565,0,0,0
520,5200000000,140.0,1,6,187,0,4,3
521,7200000000,50.0,1,5,163,0,0,0
524,7500000000,55.0,1,9,370,0,14,14
525,5300000000,38.0,1,6,190,0,4,4
527,3300000000,46.0,1,20,658,0,4,3
529,9200000000,51.0,79,765,26905,5,7,8
530,10900000000,72.0,79,765,26914,0,0,0
533,5500000000,34.0,1,5,169,0,4,3
536,4300000000,28.0,1,5,167,5,6,3
537,5400000000,36.0,1,5,167,0,4,3
538,8100000000,1801.0,1,271,9703,0,0,0
539,7000000000,112.0,79,765,26938,2,2,2
541,9500000000,636.0,1,271,9703,0,6,7
543,4500000000,40.0,1,5,157,5,5,4
544,7100000000,50.0,1,5,169,5,4,3
545,5200000000,120.0,1,1,13,0,3,2
547,3200000000,35.0,1,274,9862,0,5,4
548,13400000000,55.0,1,5,167,5,4,4
554,7200000000,180.0,79,765,26917,2,5,4
555,13800000000,65.0,1,6,199,5,4,4
556,3000000000,30.0,1,8,337,4,3,3
558,9500000000,150.0,79,765,26908,3,6,6
559,9900000000,150.0,79,765,26908,4,6,6
561,3400000000,36.0,1,4,121,4,2,3
563,3700000000,38.0,1,4,145,5,3,3
566,9600000000,151.0,79,765,26920,3,4,3
567,15700000000,350.0,79,778,27472,5,5,6
570,6600000000,45.0,1,6,226,5,3,3
575,9200000000,200.0,1,4,142,4,4,4
577,10700000000,98.0,1,4,121,3,3,3
578,5800000000,66.0,1,4,145,0,5,5
579,11600000000,16.0,1,2,79,0,2,3
582,6900000000,210.0,1,4,148,5,3,4
583,4400000000,48.0,1,4,145,4,3,4
587,3700000000,40.0,1,4,145,4,4,4
589,8700000000,186.0,1,4,142,3,3,3
592,4100000000,32.0,1,21,604,4,2,3
595,4000000000,31.0,1,6,193,4,3,2
597,4200000000,42.0,1,4,145,0,0,0
598,2900000000,67.0,1,7,295,0,2,1
599,3100000000,39.0,1,4,142,0,3,4
601,5500000000,36.0,1,9,349,6,5,6
603,3400000000,55.0,1,4,148,0,0,0
604,4200000000,47.0,1,4,148,0,4,3
605,9300000000,48.0,1,4,145,4,4,4
610,9000000000,56.0,1,4,148,5,4,5
611,3000000000,45.0,1,4,145,4,4,4
612,7100000000,127.0,1,3,103,0,3,2
613,10500000000,44.0,1,4,145,0,4,5
614,5500000000,44.0,1,268,9556,0,3,3
616,2000000000,76.0,1,4,121,0,3,2
618,7300000000,45.0,1,4,148,5,4,4
619,3200000000,30.0,1,4,148,5,3,4
620,3200000000,40.0,1,4,148,3,3,3
621,7900000000,47.0,1,4,145,0,4,4
622,2900000000,30.0,1,4,145,4,3,4
623,3500000000,38.0,1,4,145,4,3,5
625,6800000000,62.0,1,4,148,0,4,4
626,4000000000,39.0,1,4,145,5,3,4
628,5200000000,57.0,1,4,142,3,3,3
629,2900000000,32.0,1,4,148,5,3,4
631,5600000000,40.0,1,5,157,4,3,3
633,8300000000,54.0,1,4,148,6,3,5
634,11000000000,270.0,1,4,145,5,4,5
635,3900000000,57.0,1,4,148,0,0,0
636,4100000000,38.0,1,4,145,0,4,5
641,4400000000,200.0,1,9,349,5,4,4
642,10700000000,200.0,1,4,145,0,4,4
644,14900000000,58.0,1,5,167,7,6,7
646,3400000000,47.0,1,4,145,0,0,0
647,7000000000,65.0,1,4,148,3,2,3
649,5800000000,74.0,1,4,145,4,4,3
652,9800000000,46.0,1,4,145,0,4,4
654,3100000000,50.0,1,4,145,0,0,0
655,2500000000,33.0,1,4,148,4,3,3
656,12100000000,100.0,1,4,145,0,0,0
663,13900000000,60.0,1,6,217,7,14,14
664,13200000000,90.0,1,4,145,0,2,1
665,9000000000,60.0,1,8,325,5,4,4
666,11700000000,100.0,1,4,145,0,0,0
668,6300000000,52.0,1,4,145,5,6,5
669,9000000000,134.0,1,4,154,0,0,0
670,9100000000,44.0,1,19,626,4,4,3
671,10700000000,55.0,1,5,163,6,10,10
672,10100000000,52.0,1,5,169,6,4,3
674,9700000000,100.0,1,4,121,7,0,0
675,11300000000,70.0,1,8,337,7,6,5
676,41300000000,290.0,1,1,8,0,10,10
677,3200000000,40.0,1,4,145,5,3,4
678,3700000000,45.0,1,8,325,5,5,3
679,3400000000,38.0,1,4,145,4,4,3
680,3800000000,41.0,1,4,121,0,3,4
681,6200000000,42.0,1,9,349,4,4,4
682,10300000000,69.0,1,19,626,4,4,5
683,10300000000,70.0,1,8,325,3,4,3
684,5500000000,38.0,1,3,103,6,3,5
685,5000000000,34.0,1,3,112,4,3,3
686,2900000000,35.0,1,3,112,4,3,4
687,5500000000,36.0,1,3,109,5,6,7
688,4400000000,40.0,1,3,103,0,3,3
690,9700000000,45.0,1,19,626,5,6,4
691,9700000000,83.0,1,4,145,0,0,0
692,2500000000,45.0,1,4,145,0,3,2
693,6300000000,45.0,1,4,142,5,5,5
694,4400000000,28.0,1,20,643,4,3,3
696,3800000000,46.0,1,4,145,0,4,3
697,4700000000,45.0,1,8,307,5,4,4
698,4600000000,112.0,1,276,10003,0,0,0
699,7000000000,50.0,1,8,337,5,5,4
700,1600000000,19.0,1,8,322,0,0,0
701,2500000000,95.0,1,276,10003,0,0,0
702,6800000000,30.0,1,6,190,5,3,3
703,5300000000,90.0,1,19,625,0,3,2
705,6500000000,800.0,1,7,295,0,0,0
706,6600000000,40.0,1,19,626,5,5,5
707,14000000000,250.0,1,5,167,4,6,4
708,8900000000,215.0,1,1,8,5,6,4
709,6400000000,40.0,1,3,109,0,6,5
710,6300000000,62.0,1,3,112,4,4,4
711,4300000000,30.0,1,3,103,5,3,4
712,11800000000,220.0,1,5,167,5,4,4
713,7400000000,45.0,1,1,22,5,4,5
714,3800000000,30.0,1,3,112,4,3,4
715,5300000000,40.0,1,3,112,4,3,4
716,3500000000,37.0,1,18,574,0,0,0
717,2500000000,32.0,1,6,202,5,4,4
718,7700000000,35.0,1,3,109,7,6,7
719,10000000000,46.0,1,19,625,5,7,5
720,9300000000,50.0,1,8,313,6,6,5
721,7000000000,80.0,1,8,325,0,0,0
722,6500000000,44.0,1,9,364,4,4,4
723,4300000000,40.0,1,8,325,5,3,4
724,13200000000,55.0,1,7,298,7,18,18
725,3300000000,77.0,1,4,145,0,2,2
726,13100000000,90.0,1,4,145,5,4,4
729,11000000000,300.0,1,6,220,6,4,5
730,5400000000,50.0,1,20,664,5,5,4
731,3900000000,90.0,1,21,617,0,3,2
733,5800000000,120.0,1,4,145,0,3,3
734,3200000000,18.0,1,2,67,4,1,1
735,5100000000,54.0,1,8,337,0,2,2
736,8200000000,167.0,1,4,145,2,4,3
738,7700000000,52.0,1,6,199,4,5,3
739,14200000000,56.0,1,2,67,6,6,6
740,7100000000,28.0,1,1,13,6,3,3
741,3600000000,65.0,1,4,154,0,0,0
742,15000000000,135.0,1,4,145,7,0,0
743,6100000000,38.0,1,2,55,3,2,2
745,8500000000,41.0,1,1,7,5,4,4
746,2700000000,10.0,1,7,286,2,1,1
747,7900000000,100.0,1,8,319,0,4,2
748,3600000000,43.0,1,4,148,5,0,0
750,9700000000,35.0,1,3,109,6,4,5
751,5800000000,30.0,1,7,286,8,12,6
752,7300000000,40.0,1,3,94,6,5,6
753,5400000000,52.0,1,3,103,0,6,5
754,8400000000,60.0,1,8,307,5,4,4
755,9000000000,60.0,1,3,109,5,6,7
757,3600000000,34.0,1,268,9556,5,3,2
758,5100000000,40.0,1,3,97,3,3,3
759,3600000000,42.0,1,4,148,3,3,3
760,4600000000,45.0,1,4,148,0,4,4
761,8100000000,49.0,1,268,9542,5,3,4
762,2600000000,63.0,1,9,343,0,2,1
763,11200000000,60.0,1,7,298,2,3,3
764,14300000000,67.0,1,7,244,7,22,22
766,5500000000,50.0,1,4,145,3,3,2
767,7800000000,35.0,1,2,55,3,3,3
768,5300000000,33.0,1,7,244,4,3,3
769,4600000000,30.0,1,1,1,0,3,3
770,5000000000,32.0,1,7,286,4,4,4
771,12300000000,40.0,1,6,187,0,3,3
772,5500000000,38.0,1,3,103,6,3,4
773,7100000000,300.0,1,19,623,0,5,3
774,13100000000,61.0,1,6,190,5,4,4
776,5000000000,44.0,1,19,625,3,5,4
777,3900000000,31.0,1,19,626,5,3,4
778,6400000000,31.0,1,9,349,6,3,5
779,5000000000,42.0,1,8,307,0,4,3
780,24200000000,33.0,1,21,617,1,0,0
781,6100000000,45.0,1,9,358,4,3,3
782,4400000000,39.0,1,9,367,2,2,2
783,9300000000,45.0,1,3,112,6,4,6
784,2500000000,60.0,1,19,634,0,2,1
785,4100000000,26.0,1,6,202,3,2,2
786,8400000000,55.0,1,5,166,4,4,3
787,3700000000,52.0,1,20,658,0,3,3
790,4500000000,22.0,1,7,286,0,2,3
791,7500000000,36.0,1,1,13,4,4,3
792,9400000000,40.0,1,7,295,6,5,5
793,2700000000,30.0,1,20,640,0,3,2
794,13700000000,48.0,1,3,109,5,4,4
795,9800000000,70.0,1,19,634,0,3,3
796,2500000000,77.0,1,4,121,0,2,2
797,6600000000,35.0,1,6,178,5,3,3
798,7800000000,40.0,1,1,1,6,4,4
799,12000000000,45.0,1,3,109,6,4,4
800,8500000000,64.0,1,1,1,4,4,4
801,5600000000,90.0,1,2,67,0,3,3
802,13000000000,75.0,1,9,373,7,8,8
803,2700000000,32.0,1,7,292,3,3,3
804,3300000000,46.0,1,4,145,0,2,2
805,4300000000,30.0,1,7,244,0,4,4
806,7100000000,34.0,1,7,298,0,4,4
807,5900000000,78.0,1,3,103,0,0,0
808,4500000000,33.0,1,3,97,0,3,3
809,4300000000,38.0,1,5,169,5,3,3
810,4500000000,27.0,1,7,286,4,3,3
811,3200000000,25.0,1,2,43,0,2,1
812,3500000000,68.0,1,18,577,0,0,0
813,11800000000,70.0,1,6,235,0,1,1
814,5500000000,30.0,1,2,67,5,3,4
815,10100000000,61.0,1,9,352,0,3,3
816,8600000000,43.0,1,5,157,5,3,3
817,4600000000,35.0,1,5,169,5,5,3
818,5300000000,40.0,1,6,220,5,5,4
