,price,area,province,district,ward,floor,bedroom,toilet
28954,3000000000,80.0,79,770,27139,0,2,2
28955,2500000000,70.0,79,771,27169,0,2,2
28956,3000000000,55.0,79,760,26743,0,4,3
28957,2400000000,79.0,79,778,27490,0,2,2
28958,2300000000,93.0,79,765,26920,0,3,2
28959,2800000000,98.0,79,765,26956,0,2,2
28961,1700000000,58.0,79,771,27172,0,3,3
28962,2500000000,66.0,79,764,26884,0,4,4
28963,2200000000,83.0,79,767,27010,0,2,2
28964,2000000000,87.0,79,765,26920,0,2,2
28965,1800000000,60.0,79,765,26917,0,3,3
28966,1600000000,65.0,79,765,26920,0,2,2
28967,2200000000,52.0,79,774,27328,0,3,3
28968,1900000000,102.0,79,765,26914,0,3,2
28969,3200000000,90.0,79,765,26956,0,2,2
28970,1400000000,68.0,79,761,26776,0,2,2
28971,2100000000,93.0,79,761,26791,0,3,2
28972,3100000000,52.0,79,766,27007,0,3,4
28973,1600000000,65.0,79,771,27178,0,3,2
28974,1500000000,58.0,79,771,27163,0,3,3
28975,2000000000,74.0,79,765,26956,0,2,2
28976,2400000000,93.0,79,766,27007,0,2,2
28977,7000000000,125.0,79,778,27490,0,1,1
28978,1700000000,52.0,79,765,26962,0,3,3
28979,2300000000,56.0,79,764,26897,0,3,3
28980,3200000000,70.0,79,760,26740,0,2,2
28981,1600000000,50.0,79,765,26956,0,1,1
28982,2200000000,72.0,79,776,27430,0,2,2
28983,1500000000,88.0,79,784,27559,0,2,2
28984,1600000000,64.0,79,784,27559,0,2,2
28985,960000000,72.0,79,784,27559,0,2,2
28986,1300000000,88.0,79,784,27559,0,2,2
28988,2900000000,60.0,79,778,27481,0,4,4
28989,3700000000,100.0,79,764,26881,0,2,2
28990,9500000000,450.0,79,767,27025,0,4,4
28991,8500000000,300.0,79,764,26898,0,5,6
28992,6100000000,165.0,79,764,26872,0,3,4
28993,6000000000,95.0,79,765,26908,0,2,2
28994,7100000000,45.0,79,765,26917,0,5,3
28995,7700000000,64.0,79,765,26905,0,5,3
28996,2100000000,86.0,79,774,27328,0,2,2
28997,1900000000,53.0,79,766,27007,0,2,2
28998,2400000000,40.0,79,766,26992,0,2,2
28999,5600000000,38.0,79,771,27178,0,2,2
29000,3600000000,108.0,79,784,27559,0,2,2
29002,2400000000,40.0,79,774,27331,0,3,2
29003,2100000000,57.0,79,765,26908,0,2,3
29004,1000000000,96.0,79,784,27559,0,2,2
29005,2100000000,56.0,79,771,27163,0,3,3
29006,2800000000,75.0,79,778,27469,0,2,2
29007,990000000,72.0,79,784,27559,0,2,2
29008,2800000000,75.0,79,764,26884,0,2,2
29009,3100000000,62.0,79,765,26908,0,2,2
29010,10500000000,51.0,79,770,27127,0,7,7
29011,3400000000,54.0,79,772,27217,0,4,3
29012,10200000000,67.0,79,774,27331,0,0,3
29014,5000000000,32.0,79,772,27217,0,0,3
29015,11500000000,63.0,79,772,27223,0,0,3
29016,10400000000,128.0,79,771,27178,0,6,4
29017,10600000000,104.0,79,770,27127,0,4,3
29021,3200000000,28.0,1,268,9556,0,4,4
29022,6100000000,56.0,79,772,27208,0,3,3
29023,1700000000,74.0,79,786,27643,0,2,2
29024,2300000000,58.0,79,778,27472,0,3,2
29025,2500000000,56.0,79,778,27472,0,3,3
29026,2500000000,64.0,79,766,26992,0,2,2
29027,2100000000,32.0,79,766,26992,0,2,2
29028,2000000000,46.0,79,786,27643,0,2,2
29029,1700000000,45.0,79,776,27427,0,2,2
29030,2700000000,33.0,79,764,26884,0,3,2
29031,3600000000,34.0,79,771,27163,0,3,3
29032,2000000000,36.0,79,775,27358,0,2,2
29034,1700000000,50.0,79,773,27289,0,3,3
29035,2400000000,85.0,79,765,26956,0,2,2
29036,5400000000,60.0,79,767,27019,0,3,3
29037,2600000000,36.0,79,772,27223,0,3,2
29038,2800000000,38.0,79,767,27025,0,2,2
29039,1000000000,52.0,79,776,27430,0,1,1
29040,2800000000,48.0,79,775,27358,0,3,3
29042,3100000000,60.0,79,778,27481,0,3,3
29043,3200000000,56.0,79,778,27469,0,2,2
29044,1900000000,66.0,79,765,26914,0,2,2
29045,13700000000,64.0,79,770,27130,0,5,6
29046,4800000000,130.0,79,774,27310,0,3,3
29061,2000000000,87.0,79,786,27643,0,0,0
29062,5800000000,180.0,79,764,26882,0,4,5
29063,4400000000,102.0,79,764,26878,0,3,3
29064,3700000000,60.0,79,785,27637,0,3,2
29065,2200000000,48.0,79,773,27277,0,2,2
29066,1600000000,78.0,79,785,27637,0,2,2
29067,3200000000,48.0,79,771,27172,0,2,2
29068,3800000000,51.0,79,771,27169,0,3,4
29069,3100000000,46.0,79,772,27217,0,3,3
29070,12900000000,200.0,79,765,26929,0,4,4
29072,3300000000,52.0,79,774,27343,0,3,2
29073,2800000000,1.0,79,772,27217,0,3,3
29074,8200000000,101.0,79,766,27007,0,2,2
29078,3200000000,42.0,79,772,27214,0,3,3
29080,1900000000,80.0,79,785,27637,0,0,0
29082,16400000000,223.0,79,778,27490,0,4,3
29083,10900000000,60.0,79,765,26920,0,0,0
29084,3000000000,56.0,79,775,27358,0,3,2
29085,2600000000,45.0,79,775,27346,0,3,3
29086,3700000000,39.0,79,772,27223,0,3,3
29087,2500000000,44.0,79,766,26992,0,2,2
29088,4200000000,60.0,79,775,27385,0,4,5
29089,3000000000,56.0,79,775,27358,0,3,2
29090,2100000000,48.0,79,776,27406,0,3,3
29091,3400000000,60.0,79,766,26974,0,4,3
29092,9400000000,76.0,79,765,26914,0,5,5
29093,2800000000,44.0,79,764,26882,0,3,3
29094,3000000000,42.0,79,778,27472,0,3,3
29095,2900000000,56.0,79,778,27469,0,3,2
29096,1300000000,63.0,79,761,26791,0,2,2
29097,2800000000,104.0,79,786,27643,0,3,3
29099,7100000000,60.0,79,766,26992,0,4,5
29100,1500000000,52.0,79,770,27130,0,2,1
29101,2900000000,56.0,79,767,27040,0,2,3
29102,2300000000,48.0,79,765,26950,0,3,2
29103,1900000000,86.0,79,786,27643,0,3,2
29104,2200000000,78.0,79,764,26872,0,3,2
29105,1800000000,65.0,79,764,26872,0,2,2
29106,2000000000,44.0,79,776,27427,0,3,2
29107,4200000000,58.0,79,765,26920,0,3,3
29109,2400000000,64.0,79,766,26992,0,3,3
29110,2800000000,104.0,79,765,26920,0,3,2
29111,1700000000,72.0,79,786,27643,0,2,2
29112,2500000000,82.0,79,765,26956,0,3,2
29113,2300000000,1.0,79,778,27490,0,2,2
29114,2300000000,68.0,79,765,26956,0,2,2
29115,1900000000,78.0,79,764,26872,0,2,2
29116,3500000000,98.0,79,765,26920,0,3,2
29117,2500000000,82.0,79,764,26884,0,3,2
29118,2600000000,76.0,79,764,26884,0,2,2
29119,1700000000,48.0,79,772,27217,0,2,2
29121,1900000000,83.0,79,764,26884,0,2,2
29122,2700000000,86.0,79,775,27364,0,2,2
29123,2900000000,68.0,79,764,26876,0,5,14
29124,3100000000,68.0,79,766,26992,0,3,4
29126,2200000000,76.0,79,765,26920,0,2,2
29127,3100000000,135.0,79,765,26920,0,3,3
29128,2900000000,1.0,79,770,27136,0,3,3
29129,2000000000,56.0,79,765,26908,0,3,3
29130,2300000000,56.0,79,767,27031,0,3,3
29131,2300000000,1.0,79,774,27328,0,2,2
29132,7900000000,98.0,79,766,26983,0,2,2
29133,4800000000,150.0,79,775,27346,0,5,6
29135,2300000000,1.0,79,772,27226,0,3,3
29136,1800000000,60.0,79,765,26959,0,2,1
29137,2700000000,84.0,79,765,26956,0,2,2
29138,1400000000,78.0,79,775,27349,0,2,2
29139,2300000000,1.0,79,772,27217,0,2,2
29140,3400000000,59.0,79,772,27214,0,4,4
29141,1500000000,52.0,79,765,26905,0,2,2
29143,960000000,65.0,79,776,27430,0,2,2
29144,2000000000,83.0,79,775,27364,0,2,2
29145,2800000000,1.0,79,765,26920,0,3,3
29146,4200000000,58.0,79,778,27472,0,4,4
29147,1700000000,1.0,79,776,27412,0,2,2
29148,1600000000,47.0,79,765,26917,0,2,2
29149,1300000000,68.0,79,776,27430,0,2,1
29150,1700000000,66.0,79,765,26914,0,2,2
29151,980000000,52.0,79,776,27430,0,1,1
29152,3000000000,61.0,79,771,27172,0,2,2
29153,2900000000,30.0,79,760,26755,0,1,1
29154,1800000000,53.0,79,771,27172,0,3,3
29155,2000000000,52.0,79,771,27163,0,3,2
29156,8000000000,126.0,79,760,26740,0,3,2
29157,2000000000,1.0,79,766,27007,0,2,2
29158,2100000000,1.0,79,765,26920,0,2,2
29160,3200000000,72.0,79,764,26882,0,4,6
29162,1600000000,82.0,79,775,27364,0,2,2
29164,2600000000,1.0,79,760,26755,0,2,2
29165,5600000000,63.0,79,764,26882,0,4,4
29166,2600000000,65.0,79,771,27169,0,2,2
29167,1800000000,70.0,79,771,27172,0,2,2
29169,6500000000,68.0,79,764,26881,0,4,5
29170,11500000000,210.0,79,765,26905,0,4,4
29172,2500000000,78.0,79,771,27169,0,2,2
29173,2700000000,65.0,79,773,27271,0,4,4
29174,1900000000,124.0,79,786,27643,0,4,3
29175,2000000000,75.0,79,786,27643,0,2,2
29176,3900000000,72.0,79,775,27358,0,4,4
29177,3600000000,78.0,79,771,27169,0,2,2
29178,2500000000,78.0,79,765,26935,0,3,4
29180,1900000000,45.0,79,765,26914,0,2,2
29182,3500000000,48.0,79,778,27469,0,3,4
29183,2200000000,48.0,79,770,27136,0,3,3
29184,2400000000,70.0,79,771,27169,0,2,1
29185,3400000000,1.0,79,776,27430,0,3,2
29186,1700000000,62.0,79,778,27490,0,2,2
29187,1700000000,56.0,79,778,27490,0,2,1
29188,2500000000,1.0,79,776,27430,0,2,2
29189,5100000000,80.0,79,760,26752,0,2,2
29190,2900000000,64.0,79,770,27139,0,2,2
29191,1700000000,56.0,79,778,27490,0,2,1
29192,3900000000,100.0,79,766,26992,0,3,3
29193,2400000000,65.0,79,764,26882,0,4,4
29194,2700000000,1.0,79,775,27364,0,3,2
29195,1500000000,48.0,79,776,27421,0,2,3
29196,1600000000,78.0,79,775,27364,0,2,2
29197,8700000000,124.0,79,766,26974,0,3,3
29198,8300000000,300.0,79,764,26898,0,4,5
29199,1600000000,93.0,79,766,27007,0,2,2
29201,1700000000,42.0,79,766,26974,0,2,2
29203,5900000000,120.0,79,764,26878,0,5,5
29204,3300000000,70.0,79,766,26971,0,2,2
29206,2300000000,108.0,79,765,26956,0,2,2
29207,1700000000,70.0,79,776,27430,0,2,2
29208,4200000000,54.0,79,778,27469,0,3,3
29209,1100000000,68.0,79,776,27400,0,2,2
29210,2100000000,59.0,79,766,26971,0,3,3
29211,1400000000,49.0,79,761,26776,0,2,3
29212,1500000000,67.0,79,775,27358,0,2,2
29213,2500000000,1.0,79,764,26881,0,3,3
29215,1900000000,57.0,79,766,26992,0,3,3
29216,2800000000,1.0,79,772,27208,0,2,2
29217,1700000000,75.0,79,766,27004,0,2,2
29218,1800000000,60.0,79,776,27427,0,2,2
29219,3300000000,51.0,79,765,26905,0,3,4
29221,2200000000,1.0,79,771,27172,0,2,2
29222,2000000000,51.0,79,775,27385,0,3,3
29223,2600000000,1.0,79,778,27481,0,3,3
29224,1600000000,41.0,79,766,26974,0,2,2
29225,1400000000,42.0,79,778,27490,0,2,2
29226,2100000000,1.0,79,778,27472,0,3,3
29228,1400000000,1.0,79,761,26776,0,2,2
29229,1500000000,65.0,79,761,26791,0,2,2
29230,2600000000,59.0,79,773,27280,0,3,3
29231,2000000000,68.0,79,778,27472,0,2,2
29232,2400000000,1.0,79,778,27472,0,3,3
29233,2300000000,1.0,79,767,27025,0,2,3
29234,2500000000,1.0,79,765,26950,0,3,3
29235,2700000000,68.0,79,778,27490,0,2,2
29236,2300000000,76.0,79,770,27130,0,2,2
29237,1500000000,54.0,79,778,27490,0,3,3
29238,2200000000,48.0,79,765,26905,0,3,3
29239,5000000000,140.0,79,765,26953,0,3,2
29240,1900000000,59.0,79,761,26776,0,3,2
29241,4600000000,44.0,79,764,26876,0,2,3
29242,3600000000,78.0,79,764,26884,0,2,2
29244,1600000000,78.0,79,767,27040,0,2,2
29245,2600000000,98.0,79,765,26956,0,2,2
29246,2500000000,1.0,79,774,27328,0,3,3
29247,2000000000,84.0,79,764,26876,0,2,2
29248,1600000000,68.0,79,764,26869,0,2,2
29250,2600000000,67.0,79,764,26875,0,3,4
29251,1600000000,60.0,79,771,27166,0,2,2
29252,2100000000,68.0,79,765,26920,0,2,2
29253,2900000000,1.0,79,772,27217,0,3,3
29254,2600000000,56.0,79,773,27280,0,3,4
29256,7500000000,100.0,79,786,27643,0,1,1
29257,2300000000,68.0,79,770,27139,0,2,2
29258,5000000000,90.0,79,771,27172,0,2,2
29260,2600000000,72.0,79,765,26914,0,2,2
29261,2000000000,74.0,79,778,27490,0,2,2
29262,1800000000,83.0,79,765,26905,0,2,2
29263,3900000000,54.0,79,772,27235,0,4,4
29264,2000000000,1.0,79,775,27364,0,2,2
29265,1600000000,63.0,79,767,27010,0,2,2
29266,2100000000,71.0,79,770,27139,0,2,1
29267,9700000000,250.0,79,786,27643,0,4,4
29268,2200000000,52.0,79,765,26917,0,3,2
29269,1800000000,65.0,79,765,26956,0,2,2
29270,1700000000,56.0,79,775,27358,0,3,3
29271,1500000000,66.0,79,766,26992,0,2,2
29272,1900000000,56.0,79,773,27289,0,3,3
29274,2800000000,80.0,79,771,27169,0,2,2
29275,2000000000,65.0,79,761,26791,0,2,1
29276,5400000000,40.0,79,764,26882,0,3,4
29278,7700000000,200.0,79,771,27166,0,4,4
29279,1600000000,75.0,79,766,27004,0,2,2
29280,1600000000,72.0,79,765,26953,0,2,2
29281,1500000000,65.0,79,761,26791,0,2,2
29282,2100000000,68.0,79,765,26920,0,2,2
29284,2500000000,1.0,79,765,26917,0,3,3
29285,1700000000,52.0,79,775,27385,0,3,3
29286,1900000000,70.0,79,765,26914,0,2,2
29287,1600000000,70.0,79,776,27430,0,2,2
29288,2100000000,51.0,79,772,27214,0,3,3
29289,1500000000,68.0,79,776,27430,0,2,1
29290,2300000000,56.0,79,772,27217,0,3,3
29291,1800000000,54.0,79,764,26884,0,3,3
29292,12700000000,100.0,79,760,26749,0,3,3
29293,2900000000,1.0,79,771,27169,0,3,2
29296,2100000000,71.0,79,765,26953,0,2,2
29297,1500000000,77.0,79,764,26882,0,2,2
29298,1900000000,70.0,79,765,26956,0,2,2
29299,4700000000,61.0,79,771,27172,0,4,4
29300,3000000000,55.0,79,766,26992,0,3,3
29301,1800000000,67.0,79,765,26914,0,2,2
29302,2400000000,1.0,79,771,27169,0,2,2
29304,1600000000,70.0,79,761,26791,0,2,2
29305,1400000000,59.0,79,776,27430,0,1,1
29306,2000000000,50.0,79,771,27172,0,1,1
29307,2200000000,68.0,79,765,26920,0,2,2
29308,2400000000,57.0,79,767,27019,0,4,4
29309,2000000000,1.0,79,778,27469,0,2,2
29310,2000000000,75.0,79,765,26953,0,2,2
29311,2100000000,97.0,79,765,26920,0,2,2
29312,1800000000,45.0,79,771,27178,0,2,2
29314,1600000000,56.0,79,764,26872,0,2,2
29315,2700000000,53.0,79,765,26956,0,1,1
29316,2400000000,59.0,79,770,27139,0,3,3
29317,3800000000,1.0,79,770,27139,0,3,2
29318,2500000000,56.0,79,766,27007,0,3,3
29320,3200000000,50.0,79,765,26914,0,2,2
29322,1500000000,62.0,79,764,26872,0,2,2
29323,2400000000,63.0,79,775,27358,0,4,4
29324,3500000000,82.0,79,770,27145,0,2,2
29325,1900000000,56.0,79,778,27472,0,3,3
29326,1900000000,83.0,79,767,27010,0,3,2
29328,3600000000,58.0,79,765,26920,0,3,3
29329,1100000000,42.0,79,775,27349,0,2,2
29330,2000000000,1.0,79,772,27208,0,2,2
29331,2600000000,59.0,79,770,27139,0,3,3
29332,2800000000,84.0,79,765,26956,0,2,2
29333,3100000000,71.0,79,786,27643,0,2,2
29334,1900000000,66.0,79,765,26914,0,2,2
29335,5400000000,52.0,79,765,26905,0,3,2
29336,2600000000,1.0,79,770,27139,0,2,2
29338,2400000000,1.0,79,772,27223,0,2,1
29339,1600000000,52.0,79,761,26785,0,2,2
29340,1800000000,59.0,79,776,27430,0,3,3
29343,1400000000,72.0,79,765,26935,0,2,2
29344,1600000000,75.0,79,764,26872,0,2,2
29345,2000000000,59.0,79,770,27133,0,3,3
29348,2400000000,75.0,79,778,27490,0,2,2
29349,1100000000,56.0,79,785,27637,0,2,1
29350,1500000000,75.0,79,766,27004,0,2,2
29351,2600000000,1.0,79,776,27430,0,2,2
29352,1600000000,65.0,79,765,26920,0,2,2
29353,2500000000,71.0,79,778,27472,0,2,2
29354,1400000000,59.0,79,764,26876,0,3,3
29355,1800000000,1.0,79,776,27430,0,2,1
29356,3700000000,130.0,79,774,27310,0,3,3
29357,2300000000,1.0,79,773,27259,0,2,2
29358,2100000000,1.0,79,775,27349,0,2,2
29360,3000000000,1.0,79,773,27259,0,3,3
29361,1500000000,50.0,79,778,27481,0,2,2
29362,2800000000,48.0,79,786,27643,0,1,1
29363,1900000000,65.0,79,766,26974,0,2,2
29364,5000000000,120.0,79,785,27637,0,0,0
29366,2100000000,70.0,79,771,27169,0,2,2
29367,6000000000,52.0,79,765,26917,0,0,0
29369,6500000000,55.0,79,770,27139,0,2,2
29370,4100000000,50.0,79,786,27643,0,1,1
29372,1800000000,57.0,79,773,27289,0,3,3
29375,2200000000,73.0,79,772,27217,0,2,2
29376,1600000000,52.0,79,764,26884,0,3,3
29378,1400000000,72.0,79,775,27346,0,2,2
29379,3300000000,39.0,79,764,26884,0,2,1
29380,1600000000,70.0,79,773,27259,0,2,2
29381,11500000000,100.0,79,766,27004,0,6,5
29382,4100000000,60.0,79,770,27133,0,2,2
29383,2100000000,68.0,79,778,27472,0,2,2
29384,1800000000,65.0,79,765,26956,0,2,2
29385,2300000000,84.0,79,774,27328,0,2,2
29386,4800000000,80.0,79,786,27643,0,0,0
29387,2900000000,91.0,79,765,26956,0,2,2
29388,2500000000,70.0,79,771,27169,0,2,2
29390,9000000000,81.0,79,760,26740,0,2,2
29391,3600000000,52.0,79,786,27643,0,1,1
29392,3600000000,50.0,79,786,27643,0,1,1
29393,3200000000,114.0,79,765,26956,0,3,2
29396,2000000000,75.0,79,764,26869,0,3,2
29397,2600000000,1.0,79,765,26956,0,2,2
29398,1500000000,83.0,79,775,27364,0,2,2
29399,1700000000,1.0,79,776,27427,0,2,2
29401,2100000000,53.0,79,766,27007,0,3,3
29402,2000000000,95.0,79,772,27208,0,2,2
29403,2600000000,70.0,79,771,27169,0,2,2
29404,2600000000,1.0,79,774,27331,0,3,3
29406,2000000000,52.0,79,765,26950,0,3,3
29407,3500000000,1.0,79,765,26956,0,3,3
29409,2700000000,35.0,79,771,27166,0,2,2
29411,1400000000,73.0,79,776,27430,0,2,2
29412,1600000000,58.0,79,776,27427,0,3,3
29413,2100000000,56.0,79,778,27490,0,3,3
29414,2600000000,1.0,79,760,26737,0,2,2
29415,1800000000,60.0,79,770,27139,0,2,2
29416,1800000000,70.0,79,767,27010,0,2,2
29417,1700000000,90.0,79,773,27259,0,2,2
29418,2300000000,40.0,79,786,27643,0,1,1
29420,2900000000,75.0,79,778,27490,0,2,2
29421,3100000000,86.0,79,771,27172,0,2,2
29422,22800000000,140.0,79,771,27169,0,3,3
29423,4100000000,47.0,1,4,145,0,4,3
29424,2600000000,58.0,79,773,27271,0,4,4
29425,6100000000,56.0,79,765,26908,0,2,2
29427,1800000000,80.0,79,773,27277,0,2,2
29429,2500000000,37.0,79,786,27643,0,1,1
29430,3100000000,66.0,79,786,27643,0,1,1
29431,3600000000,50.0,79,786,27643,0,1,1
29432,3400000000,54.0,79,771,27172,0,3,3
29433,1300000000,77.0,79,764,26882,0,2,2
29434,1800000000,68.0,79,774,27328,0,2,2
29435,2200000000,76.0,79,765,26953,0,2,2
29438,3400000000,70.0,79,767,27040,0,2,2
29439,1800000000,85.0,79,774,27328,0,2,2
29440,1900000000,82.0,79,767,27025,0,2,2
29441,2200000000,48.0,79,770,27139,0,3,3
29443,2800000000,62.0,79,772,27223,0,4,4
29446,1500000000,68.0,79,770,27139,0,2,2
29447,3000000000,34.0,1,4,148,0,3,3
29448,1600000000,60.0,79,766,26974,0,2,2
29449,2200000000,54.0,79,765,26911,0,3,3
29450,1400000000,52.0,79,764,26884,0,3,3
29452,1700000000,62.0,79,764,26881,0,3,2
29453,1900000000,49.0,79,771,27169,0,2,3
29454,3200000000,44.0,79,765,26905,0,3,3
29455,1600000000,1.0,79,773,27295,0,2,2
29456,1800000000,54.0,79,774,27310,0,1,1
29457,1900000000,82.0,79,767,27025,0,2,2
29458,2200000000,1.0,79,764,26882,0,4,4
29459,1300000000,68.0,79,765,26908,0,2,2
29461,2600000000,65.0,79,765,26956,0,2,2
29463,11700000000,92.0,79,766,26971,0,3,3
29465,1900000000,65.0,79,775,27349,0,2,2
29469,12200000000,110.0,79,766,26974,0,1,1
29470,14100000000,144.0,79,766,26992,0,4,5
29473,11300000000,90.0,79,766,26971,0,1,1
29474,1400000000,28.0,79,786,27643,0,1,1
29477,9400000000,56.0,79,766,26983,0,4,4
29478,14000000000,80.0,79,766,26992,0,4,4
29480,11600000000,92.0,79,766,26971,0,3,2
29481,1900000000,65.0,79,775,27349,0,2,2
29482,11600000000,92.0,79,766,26971,0,3,2
29483,10300000000,128.0,79,766,26992,0,2,2
29484,15300000000,90.0,79,766,26971,0,8,9
29485,10700000000,54.0,79,766,26971,0,4,4
29486,10500000000,56.0,79,766,27004,0,2,2
29487,10000000000,90.0,79,766,26983,0,2,2
29488,7500000000,77.0,79,766,26971,0,2,2
29489,10700000000,75.0,79,766,27004,0,4,4
29491,11600000000,92.0,79,766,26971,0,3,2
29492,10200000000,92.0,79,766,26971,0,4,2
29493,14700000000,99.0,79,766,26974,0,4,5
29494,14900000000,135.0,79,766,26971,0,4,5
29495,1000000000,25.0,79,786,27643,0,1,1
29497,10000000000,64.0,79,771,27166,0,3,3
29498,18000000000,140.0,79,766,27004,0,9,8
29499,14100000000,90.0,79,766,26971,0,2,2
29500,13900000000,81.0,79,766,27004,0,4,4
29501,12500000000,135.0,79,766,26971,0,2,2
29502,11700000000,96.0,79,766,26974,0,2,2
29504,10300000000,84.0,79,766,26983,0,6,4
29505,2900000000,152.0,1,274,9889,0,4,4
29506,3000000000,40.0,79,778,27472,0,1,1
29509,5300000000,100.0,79,786,27643,0,1,1
29510,4500000000,68.0,79,786,27643,0,1,1
29511,2500000000,89.0,79,778,27490,0,1,1
29512,3400000000,95.0,79,778,27490,0,1,1
29513,1800000000,50.0,79,778,27490,0,2,1
29516,1900000000,30.0,79,786,27643,0,1,1
29517,9800000000,102.0,79,786,27643,0,1,1
29518,3000000000,44.0,79,786,27643,0,1,1
29519,5500000000,72.0,79,786,27643,0,1,1
29520,4700000000,63.0,79,786,27643,0,1,1
29521,2200000000,34.0,79,786,27643,0,1,1
29523,1700000000,27.0,79,786,27643,0,1,1
29524,1200000000,24.0,79,786,27643,0,1,1
29525,1800000000,29.0,79,786,27643,0,1,1
29526,5200000000,128.0,79,786,27643,0,1,1
29527,5100000000,60.0,79,764,26899,0,3,2
29530,3700000000,164.0,79,786,27643,0,1,1
29531,1500000000,32.0,79,786,27643,0,1,1
29532,4300000000,103.0,79,786,27643,0,1,1
29533,2000000000,35.0,79,786,27643,0,1,1
29534,1300000000,25.0,79,786,27643,0,1,1
29535,1500000000,23.0,79,786,27643,0,1,1
29536,1700000000,32.0,79,786,27643,0,1,1
29537,1400000000,20.0,79,786,27643,0,1,1
29538,7000000000,110.0,79,766,26992,0,3,2
29539,3200000000,53.0,79,786,27643,0,1,1
29540,1800000000,36.0,79,786,27643,0,1,1
29541,3400000000,25.0,79,764,26897,0,2,2
29542,3500000000,37.0,79,764,26899,0,3,3
29543,4000000000,32.0,79,764,26878,0,3,3
29544,6300000000,150.0,79,764,26881,0,3,3
29545,3400000000,60.0,79,786,27643,0,1,1
29546,3500000000,65.0,79,786,27643,0,1,1
29547,4200000000,67.0,79,786,27643,0,1,1
29548,7600000000,80.0,79,778,27472,0,1,1
29549,12100000000,207.0,79,786,27643,0,1,1
29550,4100000000,85.0,79,786,27643,0,1,1
29551,7400000000,60.0,79,771,27172,0,4,4
29552,5300000000,72.0,79,786,27643,0,1,1
29553,4100000000,56.0,79,786,27643,0,1,1
29554,4700000000,60.0,79,786,27643,0,1,1
29555,5400000000,90.0,79,786,27643,0,1,1
29556,4200000000,64.0,79,786,27643,0,1,1
29557,3800000000,39.0,79,764,26882,0,3,2
29558,4100000000,56.0,79,786,27643,0,1,1
29559,5700000000,84.0,79,786,27643,0,1,1
29560,5700000000,80.0,79,786,27643,0,1,1
29561,3900000000,66.0,79,786,27643,0,1,1
29562,15500000000,176.0,79,778,27469,0,1,1
29564,9600000000,41.0,1,1,7,6,4,5
29565,1400000000,45.0,79,786,27643,0,1,1
29566,12100000000,90.0,79,778,27490,0,1,1
29567,11400000000,65.0,1,4,145,0,4,4
29568,3900000000,55.0,79,786,27643,0,1,1
29569,4800000000,59.0,79,786,27643,0,1,1
29570,5100000000,64.0,79,786,27643,0,1,1
29571,2500000000,42.0,79,786,27643,0,1,1
29572,1900000000,40.0,79,786,27643,0,1,1
29573,3500000000,52.0,79,786,27643,0,1,1
29574,5500000000,80.0,79,786,27643,0,1,1
29575,1200000000,33.0,79,786,27643,0,1,1
29576,2700000000,68.0,79,786,27643,0,1,1
29577,6300000000,84.0,79,786,27643,0,1,1
29579,6600000000,88.0,79,767,27019,0,1,1
29580,5800000000,80.0,79,786,27643,0,1,1
29581,5600000000,84.0,79,786,27643,0,1,1
29582,4200000000,52.0,79,786,27643,0,1,1
29583,5700000000,80.0,79,786,27643,0,1,1
29584,6400000000,90.0,79,786,27643,0,1,1
29587,8600000000,112.0,79,778,27469,0,1,1
29588,4700000000,100.0,79,786,27643,0,1,1
29589,7000000000,74.0,79,778,27469,0,1,1
29590,4000000000,56.0,79,778,27472,0,1,1
29591,6100000000,80.0,79,786,27643,0,1,1
29592,3600000000,50.0,79,786,27643,0,1,1
29593,1300000000,24.0,79,786,27643,0,1,1
29594,1200000000,45.0,79,786,27643,0,1,1
29595,5700000000,70.0,79,764,26875,0,3,4
29596,1100000000,21.0,79,786,27643,0,1,1
29597,3900000000,64.0,79,786,27643,0,1,1
29598,3500000000,75.0,79,786,27643,0,1,1
29599,4400000000,76.0,79,786,27643,0,1,1
29600,3400000000,50.0,79,786,27643,0,1,1
29601,4600000000,74.0,79,786,27643,0,1,1
29602,1700000000,32.0,79,786,27643,0,1,1
29603,2700000000,42.0,79,786,27643,0,1,1
29604,2700000000,51.0,79,786,27643,0,1,1
29607,2100000000,32.0,79,778,27472,0,1,1
29608,14400000000,92.0,79,778,27481,0,1,1
29609,4300000000,40.0,79,778,27481,0,1,1
29610,3200000000,64.0,79,786,27643,0,2,2
29611,3500000000,28.0,79,773,27277,0,1,1
29612,1300000000,13.0,79,773,27289,0,1,1
29613,2300000000,20.0,79,773,27289,0,1,1
29614,2500000000,45.0,79,786,27643,0,1,1
29615,2400000000,40.0,79,786,27643,0,1,1
29616,6900000000,95.0,79,786,27643,0,1,1
29617,4900000000,75.0,79,786,27643,0,1,1
29618,8100000000,56.0,79,778,27481,0,1,1
29619,9300000000,232.0,79,764,26897,0,4,5
29620,3300000000,30.0,79,773,27289,0,1,1
29621,6000000000,50.0,79,765,26959,0,2,2
29622,3900000000,35.0,79,765,26908,0,2,2
29623,3500000000,42.0,79,773,27289,0,1,1
29624,4000000000,48.0,79,773,27289,0,1,1
29625,4100000000,42.0,79,773,27289,0,1,1
29626,3000000000,26.0,79,773,27295,0,1,1
29627,5800000000,81.0,79,786,27643,0,1,1
29628,4200000000,57.0,79,786,27643,0,1,1
29629,8500000000,105.0,79,786,27643,0,1,1
